name,logrank_p_value,FDR,Bonferroni
CELF5,0.025041750017386382,0.04779591174536748,1.0
CELP,0.013476464427487194,0.04779591174536748,1.0
CXCR1,0.04919686401116362,0.04969866595407267,1.0
ARHGEF39,0.02853813999358698,0.04779591174536748,1.0
EIF1AX,0.04226417955036992,0.04868140566493338,1.0
EIF1B,0.0030492848827544305,0.03958144577229722,1.0
CXorf40B,0.02881082335521333,0.04779591174536748,1.0
CENPH,0.0391489303092593,0.04868140566493338,1.0
ARID3B,0.03413647479823072,0.048566271532638074,1.0
EIF2B4,0.028862100076269475,0.04779591174536748,1.0
AATF,0.016817386597502634,0.04779591174536748,1.0
ARIH2OS,0.01803393163718194,0.04779591174536748,1.0
EIF2S3,0.03539598756259999,0.048566271532638074,1.0
C20orf24,0.0069936649525460075,0.04446830976287856,1.0
CEP170,0.027105458162395263,0.04779591174536748,1.0
EIF3K,0.03674437777838932,0.04868140566493338,1.0
ABCA9,0.042912329270561406,0.04868140566493338,1.0
ARL8B,0.010036737012687211,0.047485191378590065,1.0
ARMC10,0.0030491751592343886,0.03958144577229722,1.0
CYP1B1-AS1,0.02998625520262808,0.04779591174536748,1.0
CYP21A1P,0.0004641642791150788,0.036961949858313886,0.5393588923317215
CYP21A2,0.004359903781115022,0.041130636835077936,1.0
EIF4H,0.04919546666739477,0.04969866595407267,1.0
EIF5B,0.010703738420011693,0.047485191378590065,1.0
EIF6,0.03518664467240395,0.048566271532638074,1.0
ABCC5,0.021495776619310788,0.04779591174536748,1.0
CYP2C19,0.0014088183145438873,0.036961949858313886,1.0
CYP2C8,0.03534487773145024,0.048566271532638074,1.0
CYP2C9,0.0014119884494998738,0.036961949858313886,1.0
CERS3,0.041813403039072536,0.04868140566493338,1.0
CES3,0.049937144857046596,0.049937144857046596,1.0
ABCG8,0.024199660506874453,0.04779591174536748,1.0
ARRB2,0.04850076268993042,0.04948014595759363,1.0
C3orf62,0.009522222589708272,0.04738685648771272,1.0
C3orf67,0.03964791360770685,0.04868140566493338,1.0
ELMOD1,0.04813329282304224,0.04948014595759363,1.0
CYP4F12,0.005043535465469476,0.04156445539628036,1.0
CFAP45,0.005316885901356075,0.04181957007742699,1.0
CYP4F24P,0.03706085288171097,0.04868140566493338,1.0
ARSK,0.024409424196332165,0.04779591174536748,1.0
CYSTM1,0.0005523479598658498,0.036961949858313886,0.6418283293641175
C5orf28,0.01823412580235905,0.04779591174536748,1.0
EMC3,0.0029407404038874173,0.03958144577229722,1.0
EMC8,0.021119897498299,0.04779591174536748,1.0
ABTB1,0.029821923174159437,0.04779591174536748,1.0
C5orf63,0.012314730290199217,0.04779591174536748,1.0
ACAD9,0.032681170263309904,0.047992906500500906,1.0
ACADS,0.0014921970136767902,0.036961949858313886,1.0
DAGLB,0.0037543507902799995,0.04036905426053838,1.0
DANCR,0.0014471548050559973,0.036961949858313886,1.0
DANT2,0.042238354756159384,0.04868140566493338,1.0
EMX1,0.026485286034256327,0.04779591174536748,1.0
DAO,0.024883787238675535,0.04779591174536748,1.0
ENAH,0.03224950089537937,0.047992906500500906,1.0
ACE2,0.027784119882182212,0.04779591174536748,1.0
ASMT,0.035619642213686166,0.048566271532638074,1.0
C7orf13,0.011180599232127076,0.04779591174536748,1.0
ENO1,0.04171099325885679,0.04868140566493338,1.0
ACKR1,0.041311970281471114,0.04868140566493338,1.0
DBET,0.012414942713957818,0.04779591174536748,1.0
ASPA,0.02105510498120326,0.04779591174536748,1.0
ENO4,0.038171924048110255,0.04868140566493338,1.0
ASPM,0.006828985127007735,0.04446830976287856,1.0
CHEK1,0.04268987718081783,0.04868140566493338,1.0
DBNL,0.03173331386740499,0.047992906500500906,1.0
CHEK2P2,0.01862604562010057,0.04779591174536748,1.0
C8B,0.0055161552104065915,0.04181957007742699,1.0
ASTN1,0.04105183960932672,0.04868140566493338,1.0
ACOT8,0.018423257871602917,0.04779591174536748,1.0
ACOT9,0.013040012587474267,0.04779591174536748,1.0
ENTPD1-AS1,0.04097149268621737,0.04868140566493338,1.0
CHKB-AS1,0.01722410581583856,0.04779591174536748,1.0
ACRBP,0.032909306218468666,0.047992906500500906,1.0
ATF7IP2,0.022864958039973203,0.04779591174536748,1.0
ATG10,0.0006523885865506414,0.036961949858313886,0.7580755375718453
ATG101,0.00784377676955332,0.044963884362399606,1.0
CHORDC1,0.009742643095844642,0.04738685648771272,1.0
ATG12,0.0021146024179453586,0.03839090210568533,1.0
CHP1,0.011743358601812463,0.04779591174536748,1.0
EPCAM,0.019722731355571326,0.04779591174536748,1.0
ATG7,0.04318878330731923,0.04868140566493338,1.0
ATG9A,0.018865030567382004,0.04779591174536748,1.0
DCTN2,0.02244258403116936,0.04779591174536748,1.0
EPHA4,0.04893076705212609,0.04960732497298256,1.0
C9orf78,0.04599951462517784,0.04919444796916786,1.0
C9orf84,0.04097027082519123,0.04868140566493338,1.0
CHRNA5,0.017699161474803916,0.04779591174536748,1.0
C9orf9,0.04267769198338743,0.04868140566493338,1.0
ACTR1A,0.04265595823722171,0.04868140566493338,1.0
ACTR5,0.045362511647621076,0.049033710264684366,1.0
ATP13A2,0.034686227158679195,0.048566271532638074,1.0
EPS8L3,0.013076068735936806,0.04779591174536748,1.0
ATP1B3,0.034571006858840354,0.048566271532638074,1.0
DDTL,0.03804922699965829,0.04868140566493338,1.0
CACFD1,0.026216879756732082,0.04779591174536748,1.0
ERBB2,0.022768130256641376,0.04779591174536748,1.0
CIB1,0.022100973937812893,0.04779591174536748,1.0
CACNA1D,0.008150577147100022,0.044963884362399606,1.0
ATP5E,0.004513348671022164,0.041130636835077936,1.0
CINP,0.029610566018839414,0.04779591174536748,1.0
ATP5EP2,0.003487032853307728,0.039607424638212714,1.0
ADAM9,0.02855391273120676,0.04779591174536748,1.0
ERGIC3,0.0025496818639660287,0.03958144577229722,1.0
ERH,0.024151202057485367,0.04779591174536748,1.0
ADAMTS10,0.024533359745025244,0.04779591174536748,1.0
ERI1,0.03630142789677215,0.04868140566493338,1.0
DDX39A,0.027651833881935237,0.04779591174536748,1.0
ERI3,0.0009276082966833883,0.036961949858313886,1.0
ERICH1,0.03453365968699727,0.048566271532638074,1.0
ATP6AP2,0.03889701351470084,0.04868140566493338,1.0
ATP6V0A1,0.029553181689696662,0.04779591174536748,1.0
ADAMTS5,0.004410932574612338,0.041130636835077936,1.0
ATP6V0E1,0.00011439005771323208,0.036961949858313886,0.13292124706277567
CKMT2,0.009401019024126111,0.04738685648771272,1.0
ATP6V1B2,0.03294542601930119,0.047992906500500906,1.0
ADAMTSL2,0.03246926603993498,0.047992906500500906,1.0
ATP6V1D,0.009476610636392246,0.04738685648771272,1.0
ADAMTSL3,0.020542914896589014,0.04779591174536748,1.0
ATP6V1E1,0.030967381202249265,0.04779836940350675,1.0
ATP6V1F,0.026509438480968688,0.04779591174536748,1.0
ADAP2,0.03646810753931342,0.04868140566493338,1.0
ERVW-1,0.011859541211353063,0.04779591174536748,1.0
ADAT3,0.04013191137243681,0.04868140566493338,1.0
ADCK1,0.0008517480821200477,0.036961949858313886,0.9897312714234954
CAMK1D,0.015960057691923907,0.04779591174536748,1.0
CAMK2D,0.042330490221337606,0.04868140566493338,1.0
CAMK4,0.04455415191652835,0.048763366418371305,1.0
DENND5A,0.008786664995104419,0.04553405698987945,1.0
ETF1,0.007738650143293026,0.044963884362399606,1.0
CAMSAP2,0.008004439301222122,0.044963884362399606,1.0
CLEC12B,0.04532512927573572,0.049033710264684366,1.0
CAMTA1,0.048139680935760626,0.04948014595759363,1.0
CLEC14A,0.02256396751872619,0.04779591174536748,1.0
DEPDC5,0.03609353170000007,0.04868140566493338,1.0
ADGRB3,0.040251998352963614,0.04868140566493338,1.0
AUP1,0.016182326674840597,0.04779591174536748,1.0
ADGRE2,0.04486743927684257,0.048931575596136506,1.0
CLEC3B,0.0006848349643237758,0.036961949858313886,0.7957782285442275
EVA1C,0.018337475762779852,0.04779591174536748,1.0
EVI5L,0.019978760084531366,0.04779591174536748,1.0
ADH1A,0.010308682222965845,0.047485191378590065,1.0
ADH1C,0.0109966540653614,0.04779591174536748,1.0
EWSAT1,0.043156893988474915,0.04868140566493338,1.0
ADH4,0.03058173337443196,0.04779836940350675,1.0
EWSR1,0.01228723809757629,0.04779591174536748,1.0
B3GALT2,0.02160161073901952,0.04779591174536748,1.0
B3GAT3,0.001217688389971851,0.036961949858313886,1.0
EXOC2,0.042186278935373904,0.04868140566493338,1.0
EXOC3,0.015790882024213602,0.04779591174536748,1.0
EXOC3L2,0.03850411098739563,0.04868140566493338,1.0
CARS,0.03882901738798132,0.04868140566493338,1.0
B4GALNT1,0.022919383764155993,0.04779591174536748,1.0
CARS2,0.018429515101100278,0.04779591174536748,1.0
ADORA2A-AS1,0.03425606552581988,0.048566271532638074,1.0
DHRS13,0.03173972286130914,0.047992906500500906,1.0
CLPX,0.013050047965977815,0.04779591174536748,1.0
EXOSC5,0.041356993491144765,0.04868140566493338,1.0
EXOSC7,0.03398466804287162,0.048566271532638074,1.0
B4GALT7,0.03568566511809108,0.048566271532638074,1.0
CLTA,0.010158496019578222,0.047485191378590065,1.0
EXT2,0.039701001210899596,0.04868140566493338,1.0
ADRA1D,0.04923461088367896,0.04969866595407267,1.0
EZH2,0.03679407392012239,0.04868140566493338,1.0
BAG2,0.033600491108290165,0.0485619038157129,1.0
ADTRP,0.029208651439929054,0.04779591174536748,1.0
CMC1,0.03912560351932087,0.04868140566493338,1.0
F11-AS1,0.02490194219140465,0.04779591174536748,1.0
CAT,0.028488813815769523,0.04779591174536748,1.0
DIEXF,0.04457257696450467,0.048763366418371305,1.0
AFM,0.0034592240230344067,0.039607424638212714,1.0
AGAP1-IT1,0.025842620741401874,0.04779591174536748,1.0
FADS3,0.015006291414698211,0.04779591174536748,1.0
FAF2,0.025670078613306106,0.04779591174536748,1.0
AGGF1,0.0437832681133399,0.04868140566493338,1.0
BBS7,0.032722879299027764,0.047992906500500906,1.0
FAHD2B,0.049369120187225835,0.04971136712093277,1.0
DLAT,0.03179750863117693,0.047992906500500906,1.0
FAHD2CP,0.02981310166890226,0.04779591174536748,1.0
FAIM,0.0037081286486181524,0.04026958401583452,1.0
CNOT6,0.03259443536366147,0.047992906500500906,1.0
BCAP31,0.022056281498567955,0.04779591174536748,1.0
AGO4,0.02008425063570289,0.04779591174536748,1.0
AGPAT5,0.03732817273231663,0.04868140566493338,1.0
BCCIP,0.04324663702877597,0.04868140566493338,1.0
CNR2,0.02264978676670414,0.04779591174536748,1.0
FAM107A,0.02705769376561527,0.04779591174536748,1.0
AGTRAP,0.01813234858153528,0.04779591174536748,1.0
CNTN1,0.04241760769562779,0.04868140566493338,1.0
DLGAP3,0.019555056444607286,0.04779591174536748,1.0
DLGAP4,0.03686970060001009,0.04868140566493338,1.0
FAM114A2,0.006690295094399543,0.04446830976287856,1.0
BCL2L2-PABPN1,0.02123921802991717,0.04779591174536748,1.0
AHSA1,0.019920634841157803,0.04779591174536748,1.0
CCDC124,0.047708472081543614,0.04948014595759363,1.0
COA6,0.0436543447468804,0.04868140566493338,1.0
CCDC127,0.00039466703488307,0.036961949858313886,0.4586030945341273
CCDC134,0.008331460503007142,0.044963884362399606,1.0
FAM127B,0.0017277440289038385,0.03729273528116046,1.0
CCDC137,0.03055186747136243,0.04779836940350675,1.0
BDH2,0.015482612465211243,0.04779591174536748,1.0
CCDC146,0.026294949961214762,0.04779591174536748,1.0
AK2,0.011648311854945586,0.04779591174536748,1.0
CCDC149,0.04731137645515304,0.04948014595759363,1.0
AK6,0.0013637200474205663,0.036961949858313886,1.0
BEND4,0.047164109970016604,0.04948014595759363,1.0
CCDC158,0.00100609426752117,0.036961949858313886,1.0
COL24A1,0.034604431077993054,0.048566271532638074,1.0
CCDC167,0.02061890408416753,0.04779591174536748,1.0
FAM149A,0.03061598199306025,0.04779836940350675,1.0
BFSP1,0.025997766986790884,0.04779591174536748,1.0
FAM156B,0.032958983982271706,0.047992906500500906,1.0
FAM157C,0.012940233356856573,0.04779591174536748,1.0
CCDC184,0.03414765112638348,0.048566271532638074,1.0
CCDC22,0.042609180374994865,0.04868140566493338,1.0
FAM160B2,0.046320397711995746,0.049200026489441884,1.0
DNAJC18,0.020008935645940727,0.04779591174536748,1.0
CCDC42,0.01975122095165841,0.04779591174536748,1.0
ALAS1,0.03295847549874409,0.047992906500500906,1.0
CCDC58,0.006822726408637014,0.04446830976287856,1.0
COMMD3,0.013559734275022316,0.04779591174536748,1.0
DNAJC5G,0.010549186564929718,0.047485191378590065,1.0
COMMD9,0.03883328475992354,0.04868140566493338,1.0
DNAJC7,0.024396715475296215,0.04779591174536748,1.0
COPE,0.005036011025133256,0.04156445539628036,1.0
BMP3,0.01817370654037964,0.04779591174536748,1.0
CCDC84,0.04824755081925258,0.04948014595759363,1.0
FAM184B,0.023773297731313342,0.04779591174536748,1.0
DND1,0.0031640255040623027,0.03958144577229722,1.0
COPS8,0.02006772325110457,0.04779591174536748,1.0
ALG1L9P,0.03573279348891892,0.048566271532638074,1.0
CCDC93,0.01587021237048666,0.04779591174536748,1.0
DNMBP-AS1,0.023663799835779445,0.04779591174536748,1.0
ALG3,0.04871660936871968,0.04949384315726939,1.0
FAM19A1,0.03908941623993444,0.04868140566493338,1.0
DOC2A,0.047851316818189556,0.04948014595759363,1.0
CCL14,0.02661219415333678,0.04779591174536748,1.0
CORO7,0.037585930943306596,0.04868140566493338,1.0
BOC,0.035094195780630756,0.048566271532638074,1.0
BOD1,0.004256040519284942,0.041130636835077936,1.0
CCL23,0.034020419798776555,0.048566271532638074,1.0
COX5A,0.017048049437897877,0.04779591174536748,1.0
COX6A2,0.03676451805341933,0.04868140566493338,1.0
FAM219A,0.024966124565723596,0.04779591174536748,1.0
FAM21A,0.020334685990194855,0.04779591174536748,1.0
COX7B,0.043415229633217596,0.04868140566493338,1.0
COX7C,0.02674804869388272,0.04779591174536748,1.0
BRD8,0.013676248727586198,0.04779591174536748,1.0
BRD9,0.043281265034546594,0.04868140566493338,1.0
DPF1,0.015596717397362457,0.04779591174536748,1.0
AMDHD2,0.024660397196992888,0.04779591174536748,1.0
DPH1,0.023991396903408096,0.04779591174536748,1.0
BRI3,0.026386687204867833,0.04779591174536748,1.0
DPH2,0.015551686159981853,0.04779591174536748,1.0
BRI3BP,0.011450784579221763,0.04779591174536748,1.0
CCNG1,0.014626857804035772,0.04779591174536748,1.0
FAM230B,0.04931373652757813,0.04969866595407267,1.0
BRMS1,0.0004591445270975021,0.036961949858313886,0.5335259404872974
CCNK,0.031008771462324294,0.04779836940350675,1.0
CPN2,0.01346105354136476,0.04779591174536748,1.0
BSG,0.002772592072784656,0.03958144577229722,1.0
CCR4,0.03744657787171615,0.04868140566493338,1.0
CPS1,0.03866329019110257,0.04868140566493338,1.0
ANAPC15,0.045317807713406176,0.049033710264684366,1.0
DPYSL4,0.02404838290864083,0.04779591174536748,1.0
FAM50A,0.00024883532556859534,0.036961949858313886,0.2891466483107078
FAM53B-AS1,0.03890322408866649,0.04868140566493338,1.0
FAM53C,0.02090088557691669,0.04779591174536748,1.0
ANGPT2,0.03522630217514525,0.048566271532638074,1.0
ANGPTL1,0.01656240003649509,0.04779591174536748,1.0
FAM58A,0.016982448337651924,0.04779591174536748,1.0
FAM65C,0.03012098228306599,0.04779591174536748,1.0
CRCP,0.006951588118115746,0.04446830976287856,1.0
CREB3,0.02634359826733929,0.04779591174536748,1.0
BUD31,0.038357402332120226,0.04868140566493338,1.0
FAM78B,0.0397127255390512,0.04868140566493338,1.0
ANKRD2,0.04391490454836457,0.04868140566493338,1.0
CRIPT,0.02995526057519123,0.04779591174536748,1.0
CD320,0.00871641513791551,0.04553405698987945,1.0
CRISPLD1,0.003170416460257714,0.03958144577229722,1.0
C11orf21,0.004728875098950132,0.041130636835077936,1.0
CD3EAP,0.025667851584739113,0.04779591174536748,1.0
CRNDE,0.03207883019820393,0.047992906500500906,1.0
DUS3L,0.027732815858224014,0.04779591174536748,1.0
ANKRD27,0.012393828098481814,0.04779591174536748,1.0
CRP,0.038898970689660556,0.04868140566493338,1.0
FAM87B,0.002645882833156903,0.03958144577229722,1.0
DUSP13,0.044357446925454846,0.048763366418371305,1.0
CD5,0.04431788121156729,0.048763366418371305,1.0
DUSP19,0.032122105248724185,0.047992906500500906,1.0
ANKRD37,0.01784058316413035,0.04779591174536748,1.0
CD63,0.012439410039822804,0.04779591174536748,1.0
CRY2,0.029343085148302823,0.04779591174536748,1.0
CRYAB,0.04722325282746962,0.04948014595759363,1.0
C11orf98,0.02482538745857058,0.04779591174536748,1.0
C12orf73,0.030028741094283946,0.04779591174536748,1.0
CD96,0.03949734843267087,0.04868140566493338,1.0
CD99L2,0.038660211419181946,0.04868140566493338,1.0
CSF3,0.04928485119445821,0.04969866595407267,1.0
DYNLL1,0.049512138782996463,0.04981221235137826,1.0
C14orf180,0.041987210107015886,0.04868140566493338,1.0
CDC23,0.010557361246013568,0.047485191378590065,1.0
CSNK1D,0.02864597129160868,0.04779591174536748,1.0
CSNK1E,0.037428478586465426,0.04868140566493338,1.0
FASTKD3,0.004055636649261069,0.0410091988253902,1.0
CSNK1G3,0.01696842460859853,0.04779591174536748,1.0
CSNK2A2,0.033994341458116514,0.048566271532638074,1.0
DZANK1,0.03781018218642267,0.04868140566493338,1.0
FATE1,0.013221581244574539,0.04779591174536748,1.0
E2F2,0.044516979267085206,0.048763366418371305,1.0
ANXA11,0.041248539079705486,0.04868140566493338,1.0
E2F5,0.026985355736120348,0.04779591174536748,1.0
E2F7,0.029620798882179493,0.04779591174536748,1.0
C15orf65,0.035827750325354235,0.048578583288286604,1.0
FBLN5,0.021892775037072956,0.04779591174536748,1.0
CST5,0.012259120270918227,0.04779591174536748,1.0
FBN2,0.022696829553531243,0.04779591174536748,1.0
ANXA5,0.03481070230332482,0.048566271532638074,1.0
CDC73,0.007103445940454433,0.04446830976287856,1.0
C16orf54,0.04280952881135461,0.04868140566493338,1.0
CSTB,0.015375925971726937,0.04779591174536748,1.0
C16orf62,0.045110501410066596,0.048931575596136506,1.0
CSTF2,0.035353745443744,0.048566271532638074,1.0
EBNA1BP2,0.0013342475612812385,0.036961949858313886,1.0
EBP,0.015322671137991706,0.04779591174536748,1.0
FBXL22,0.017524218509427834,0.04779591174536748,1.0
AP1M1,0.02880165740395761,0.04779591174536748,1.0
AP2S1,0.04286320534344808,0.04868140566493338,1.0
AP3B2,0.03090936242291196,0.04779836940350675,1.0
AP3S1,0.004174732381717676,0.041130636835077936,1.0
EDEM3,0.048637787135987445,0.049489587260960956,1.0
CTDP1,0.020305661754469947,0.04779591174536748,1.0
FBXO30,0.048435127822291854,0.04948014595759363,1.0
AP5Z1,0.021748718486523856,0.04779591174536748,1.0
C19orf25,0.020889863661491714,0.04779591174536748,1.0
CTNNA1,0.00880465377834104,0.04553405698987945,1.0
EEF1E1,0.043982958031583023,0.04868140566493338,1.0
CTNNA3,0.006844840042928175,0.04446830976287856,1.0
EEF1E1-BLOC1S5,0.0009876218325458473,0.036961949858313886,1.0
C19orf53,0.028330416852982505,0.04779591174536748,1.0
APEX2,0.010233819014689071,0.047485191378590065,1.0
FBXO9,0.031151221750710143,0.04784524281505097,1.0
CDKL3,0.0045445710427587,0.041130636835077936,1.0
CDKN2AIPNL,0.024063999590465502,0.04779591174536748,1.0
C1orf112,0.013578361406117984,0.04779591174536748,1.0
EFNA1,0.021648220018379145,0.04779591174536748,1.0
CDKN2D,0.009196215370551703,0.04686843096746087,1.0
APOB,0.030433860632558738,0.04779836940350675,1.0
C1orf127,0.047299130844481854,0.04948014595759363,1.0
C1orf159,0.014362181249167936,0.04779591174536748,1.0
CUEDC1,0.011428301860844476,0.04779591174536748,1.0
CDS1,0.015400383306786171,0.04779591174536748,1.0
EFTUD2,0.043989221986385586,0.04868140566493338,1.0
APOC1,0.025160160069020533,0.04779591174536748,1.0
APOC3,0.03870914007683669,0.04868140566493338,1.0
C1orf216,0.029911175116186264,0.04779591174536748,1.0
EGLN2,0.004058569591153074,0.0410091988253902,1.0
CWC27,0.012995829991018953,0.04779591174536748,1.0
FDX1L,0.001995091565733633,0.038004859006270195,1.0
APRT,0.0010542789402109708,0.036961949858313886,1.0
CXCL17,0.01837123963056048,0.04779591174536748,1.0
IL18RAP,0.02485970963971663,0.04779591174536748,1.0
AQP5,0.01457258005534615,0.04779591174536748,1.0
FFAR3,0.018425429940945804,0.04779591174536748,1.0
GRIPAP1,0.022448169658892025,0.04779591174536748,1.0
AQP7P1,0.04797423006439124,0.04948014595759363,1.0
FIGNL2,0.04063003415010778,0.04868140566493338,1.0
GRK5,0.04046360413344001,0.04868140566493338,1.0
FIRRE,0.011017102125962845,0.04779591174536748,1.0
LARS,0.0012760893165959402,0.036961949858313886,1.0
ARCN1,0.013270630278315989,0.04779591174536748,1.0
LAS1L,0.022886855034417578,0.04779591174536748,1.0
FKBP1A,0.005542352660863818,0.04181957007742699,1.0
GRWD1,0.016211392835007544,0.04779591174536748,1.0
ARFGAP1,0.04041407359279341,0.04868140566493338,1.0
GSC,0.020717098956333727,0.04779591174536748,1.0
FGF9,0.004796970667411918,0.041130636835077936,1.0
ARFRP1,0.01142356080949054,0.04779591174536748,1.0
FGFR4,0.04832372643308621,0.04948014595759363,1.0
ILDR2,0.025273622843680604,0.04779591174536748,1.0
LCN6,0.006166290929097972,0.04342563672492026,1.0
ILKAP,0.02542067260653815,0.04779591174536748,1.0
IMMP1L,0.04624366657064317,0.049200026489441884,1.0
FLJ22447,0.024079860499688834,0.04779591174536748,1.0
LDB2,0.010795934064383842,0.047485191378590065,1.0
LDHA,0.043923789650287676,0.04868140566493338,1.0
LIPJ,0.046073736192152555,0.04919444796916786,1.0
GSTT2B,0.003338790943526592,0.039607424638212714,1.0
